Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
6916,2015-01-22,Other,LD003,Head on collision,1,81,Minor Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4850.2012288000005,4850.2012288000005
6954,2015-01-29,Other,LD003,Head on collision,0,26,Minor Road,"SNOW,ICE,FOG",Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9945.801275200001,9945.801275200001
4164,2012-11-16,PH,LD003,Head on collision,75,315,Main Road,NORMAL,Y,19,N,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4889.5470768000005,4889.5470768000005
6126,2014-08-09,Other,LD003,Head on collision,1,136,Main Road,NORMAL,N,5,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,693.3451152,693.3451152
3808,2012-06-23,PH,LD003,Head on collision,2,83,Minor Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,743.2510688000001,743.2510688000001
6577,2014-11-14,Other,LD003,Head on collision,2,292,Main Road,NORMAL,Y,17,Y,N,1,1,1,0,0,2,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,51945.755816,50000.0
4413,2013-03-03,PH,LD003,Head on collision,2,92,Main Road,NORMAL,N,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,465.09556000000003,465.09556000000003
4155,2012-11-14,PH,LD003,Head on collision,0,195,Minor Road,WET,Y,10,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,651.5265152000001,651.5265152000001
4173,2012-11-19,PH,LD003,Head on collision,0,26,Minor Road,WET,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5025.8393488,5025.8393488
797,2006-07-09,Other,LD003,Head on collision,1,38,Minor Road,WET,N,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,481.2120848,481.2120848
2417,2010-03-11,PH,LD003,Head on collision,1,0,Minor Road,WET,N,20,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,7,1,0,0,0,0,0,0,39017.626536,39017.626536
786,2006-06-26,PH,LD003,Head on collision,0,362,Main Road,WET,N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1379.941072,1379.941072
3159,2011-07-02,PH,LD003,Head on collision,1,302,Minor Road,NORMAL,Y,20,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
124,2004-02-15,PH,LD003,Head on collision,1,193,Home Address,NORMAL,Y,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1456.160016,1456.160016
2173,2009-09-25,PH,LD003,Head on collision,0,167,Minor Road,NORMAL,N,13,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14276.4482176,14276.4482176
5550,2014-03-23,PH,LD003,Head on collision,1,112,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5502,2014-03-06,PH,LD003,Head on collision,0,34,Minor Road,WET,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1139.5313952,1139.5313952
911,2006-10-26,TP,LD003,Head on collision,6,31,Minor Road,N/K,n/k,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
2310,2009-12-23,PH,LD003,Head on collision,0,125,Minor Road,"SNOW,ICE,FOG",Y,18,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6714.4089616,6714.4089616
7201,2015-03-17,Other,LD003,Head on collision,1,214,Minor Road,NORMAL,Y,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3635,2012-04-07,PH,LD003,Head on collision,0,118,Main Road,NORMAL,N,12,Y,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,8999.0136256,8999.0136256
1258,2007-06-28,Other,LD003,Head on collision,1,125,Minor Road,NORMAL,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22236.8623664,22236.8623664
1179,2007-05-15,PH,LD003,Head on collision,0,27,Other,NORMAL,N,17,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5375.981032,5375.981032
3651,2012-04-13,PH,LD003,Head on collision,2,277,Minor Road,NORMAL,N,23,Other,Y,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21981.107081600003,21981.107081600003
443,2005-02-25,Other,LD003,Head on collision,0,150,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,17199.226536000002,17199.226536000002
5900,2014-06-17,Other,LD003,Head on collision,0,320,Minor Road,NORMAL,N,8,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,281.748272,281.748272
1400,2007-10-13,PH,LD003,Head on collision,0,135,Minor Road,NORMAL,N,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3426.4342640000004,3426.4342640000004
1458,2007-11-26,CNF,LD003,Head on collision,1,65,n/k,"SNOW,ICE,FOG",Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2605.6551472,2605.6551472
4735,2013-07-10,PH,LD003,Head on collision,6,308,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40893.97984480001,40893.97984480001
1055,2007-02-13,Other,LD003,Head on collision,0,75,Minor Road,NORMAL,N,12,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1336.1151792,1336.1151792
3276,2011-09-21,Other,LD003,Head on collision,0,100,Minor Road,NORMAL,N,8,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2890.5016320000004,2890.5016320000004
5902,2014-06-17,Other,LD003,Head on collision,0,236,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
3700,2012-05-09,PH,LD003,Head on collision,0,89,Minor Road,WET,Y,19,Y,Y,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2631.2699488000003,2631.2699488000003
3760,2012-06-04,PH,LD003,Head on collision,0,40,Minor Road,WET,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1167.4153104000002,1167.4153104000002
930,2006-11-15,PH,LD003,Head on collision,0,58,Car Park,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,71.6225344,71.6225344
5441,2014-02-13,PH,LD003,Head on collision,0,347,Minor Road,NORMAL,Y,15,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1830,2008-10-21,PH,LD003,Head on collision,13,11,Main Road,NORMAL,N,22,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9293.5911168,9293.5911168
6524,2014-11-04,Other,LD003,Head on collision,2,109,Main Road,NORMAL,Y,14,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,997.246336,997.246336
4222,2012-12-06,TP,LD003,Head on collision,4,40,Main Road,NORMAL,Y,11,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2088.2681552000004,2088.2681552000004
7050,2015-02-13,Other,LD003,Head on collision,1,328,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
6195,2014-08-26,Other,LD003,Head on collision,1,152,Minor Road,WET,N,19,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4639.4500304,4639.4500304
5104,2013-11-12,PH,LD003,Head on collision,11,346,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2012,2009-05-17,PH,LD003,Head on collision,18,85,Minor Road,NORMAL,Y,9,Other,n/k,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.218264000000001,8.218264000000001
5832,2014-06-01,Other,LD003,Head on collision,1,275,n/k,NORMAL,N,12,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5228,2013-12-13,CNF,LD003,Head on collision,41,273,Main Road,NORMAL,N,18,Other,N,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,40818.299088,40818.299088
7376,2015-04-29,Other,LD003,Head on collision,1,139,Minor Road,,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2354.4380896000002,2354.4380896000002
2607,2010-08-06,CNF,LD003,Head on collision,1,20,Main Road,NORMAL,N,17,Other,n/k,1,1,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,551.0164192,551.0164192
3265,2011-09-13,PH,LD003,Head on collision,1,73,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1733.2682416,1733.2682416
5814,2014-05-28,Other,LD003,Head on collision,196,331,Other,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1159.0806816000002,1159.0806816000002
5107,2013-11-12,PH,LD003,Head on collision,0,216,Main Road,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,629.7808432,629.7808432
7,2003-07-16,Other,LD003,Head on collision,5,4,Main Road,NORMAL,N,18,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,91.1427296,91.1427296
2981,2011-03-06,PH,LD003,Head on collision,1,310,Minor Road,NORMAL,N,16,Y,N,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25413.025036799998,25413.025036799998
3362,2011-11-15,TP,LD003,Head on collision,279,309,n/k,N/K,n/k,0,Other,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,194.2273968,194.2273968
1944,2009-02-11,PH,LD003,Head on collision,0,102,Minor Road,"SNOW,ICE,FOG",N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4647.959206400001,4647.959206400001
4690,2013-06-24,PH,LD003,Head on collision,0,323,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14712.3507584,14712.3507584
7076,2015-02-19,Other,LD003,Head on collision,1,228,Minor Road,WET,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6509,2014-10-31,Other,LD003,Head on collision,0,120,Main Road,NORMAL,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,156.83065919999999,156.83065919999999
5909,2014-06-19,Other,LD003,Head on collision,0,27,Minor Road,NORMAL,Y,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,123.88487520000001,123.88487520000001
4924,2013-09-13,PH,LD003,Head on collision,1,281,Minor Road,WET,N,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5351.180784,5351.180784
7072,2015-02-18,Other,LD003,Head on collision,0,239,Minor Road,"SNOW,ICE,FOG",Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2293.550208,2293.550208
3135,2011-06-18,PH,LD003,Head on collision,5,284,Main Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,2,0,0,0,0,1,1,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,311669.95303200005,50000.0
4887,2013-09-02,PH,LD003,Head on collision,31,113,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,240.17694720000003,240.17694720000003
2243,2009-11-12,PH,LD003,Head on collision,0,38,Minor Road,WET,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1475,2007-12-11,PH,LD003,Head on collision,0,141,Minor Road,"SNOW,ICE,FOG",N,8,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5706,2014-05-08,Other,LD003,Head on collision,0,277,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,748.5602128,748.5602128
1890,2008-12-12,PH,LD003,Head on collision,0,219,Minor Road,"SNOW,ICE,FOG",N,8,Other,n/k,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4058.8187696,4058.8187696
3436,2011-12-19,PH,LD003,Head on collision,1,90,Minor Road,WET,N,20,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.4767584,39.4767584
4782,2013-07-28,PH,LD003,Head on collision,0,332,Car Park,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1837.9965616,1837.9965616
3706,2012-05-10,PH,LD003,Head on collision,0,202,Minor Road,WET,N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,311.9449376,311.9449376
2022,2009-05-23,PH,LD003,Head on collision,0,364,Minor Road,NORMAL,N,10,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4021,2012-09-27,PH,LD003,Head on collision,0,364,Minor Road,WET,N,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5313.9731392,5313.9731392
6054,2014-07-25,Other,LD003,Head on collision,0,326,Main Road,NORMAL,Y,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5482,2014-02-28,CNF,LD003,Head on collision,13,175,Main Road,N/K,n/k,8,Other,N,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21390.4393568,21390.4393568
5921,2014-06-23,Other,LD003,Head on collision,0,230,Minor Road,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2659,2010-09-12,Other,LD003,Head on collision,1,52,Main Road,NORMAL,N,7,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13906.233606400001,13906.233606400001
1131,2007-04-03,PH,LD003,Head on collision,0,21,Main Road,NORMAL,Y,13,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1795.2034064000002,1795.2034064000002
6700,2014-12-06,Other,LD003,Head on collision,3,39,Minor Road,"SNOW,ICE,FOG",Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1330.4278496,1330.4278496
6962,2015-01-29,Other,LD003,Head on collision,0,131,Main Road,"SNOW,ICE,FOG",N,12,N,N,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6000.2345472,6000.2345472
4713,2013-07-02,PH,LD003,Head on collision,2,27,Minor Road,NORMAL,Y,20,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4319,2013-01-18,PH,LD003,Head on collision,3,34,Main Road,"SNOW,ICE,FOG",N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4466.2410256,4466.2410256
7123,2015-02-27,Other,LD003,Head on collision,0,275,Main Road,NORMAL,Y,15,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4145,2012-11-11,Other,LD003,Head on collision,2,209,Main Road,WET,Y,11,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2590.0040816,2590.0040816
1237,2007-06-20,Other,LD003,Head on collision,0,132,Minor Road,WET,Y,10,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1297.1184256000001,1297.1184256000001
7448,2015-05-12,Other,LD003,Head on collision,0,35,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6910,2015-01-21,Other,LD003,Head on collision,0,229,Minor Road,WET,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2283,2009-12-10,TP,LD003,Head on collision,4,51,Minor Road,NORMAL,n/k,20,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10235.01144,10235.01144
5213,2013-12-10,NamedDriver,LD003,Head on collision,0,129,Main Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2305.0266864,2305.0266864
4094,2012-10-22,PH,LD003,Head on collision,1,315,Minor Road,NORMAL,Y,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4464,2013-03-25,PH,LD003,Head on collision,0,222,Main Road,NORMAL,N,12,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,24392.345739200002,24392.345739200002
7381,2015-04-29,Other,LD003,Head on collision,0,232,Minor Road,,Y,16,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,22.3711328,22.3711328
387,2004-12-09,Other,LD003,Head on collision,1,175,Main Road,WET,n/k,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1345.4534544,1345.4534544
1629,2008-04-08,PH,LD003,Head on collision,1,72,Main Road,NORMAL,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2290.6992704,2290.6992704
3586,2012-03-11,PH,LD003,Head on collision,2,70,Minor Road,NORMAL,Y,16,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2715,2010-10-15,PH,LD003,Head on collision,1,190,Minor Road,NORMAL,N,17,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
4527,2013-04-20,PH,LD003,Head on collision,0,172,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,171.0271648,171.0271648
5470,2014-02-26,PH,LD003,Head on collision,2,39,Minor Road,NORMAL,Y,22,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2662.5429888000003,2662.5429888000003
6733,2014-12-13,Other,LD003,Head on collision,0,321,Main Road,"SNOW,ICE,FOG",N,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12177.227225600001,12177.227225600001
3190,2011-07-22,PH,LD003,Head on collision,1,138,Main Road,WET,N,22,Other,N,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,119.0848272,119.0848272
4306,2013-01-17,PH,LD003,Head on collision,0,117,Main Road,"SNOW,ICE,FOG",Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
910,2006-10-24,PH,LD003,Head on collision,1,113,Minor Road,NORMAL,Y,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1899.4226304,1899.4226304
5811,2014-05-28,Other,LD003,Head on collision,1,201,Minor Road,N/K,Y,8,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40.436768,40.436768
1867,2008-11-20,PH,LD003,Head on collision,0,289,Minor Road,NORMAL,N,14,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,476.7174944,476.7174944
1843,2008-10-27,PH,LD003,Head on collision,0,118,Minor Road,WET,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1910.5063776000002,1910.5063776000002
2498,2010-05-18,PH,LD003,Head on collision,0,291,Minor Road,NORMAL,N,7,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4356.3199264,4356.3199264
6297,2014-09-18,Other,LD003,Head on collision,1,265,Main Road,NORMAL,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7984.705300800001,7984.705300800001
4980,2013-10-01,PH,LD003,Head on collision,1,47,Car Park,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,525.4743456,525.4743456
4862,2013-08-21,CNF,LD003,Head on collision,9,212,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4007,2012-09-24,PH,LD003,Head on collision,2,142,Minor Road,WET,Y,13,Y,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2703,2010-10-07,PH,LD003,Head on collision,1,162,Main Road,NORMAL,N,19,Y,n/k,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56400.782184,50000.0
6324,2014-09-25,Other,LD003,Head on collision,1,134,Main Road,NORMAL,N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,404.5422272,404.5422272
